"DepartmentID","LocationID","Headcount","SnapshotDate","DepartmentName","LocationName","Region"
5,2,35,2024-01-01,"Finance","Phoenix","West"
5,3,61,2024-01-01,"Finance","Austin","South"
5,4,43,2024-01-01,"Finance","Chicago","Midwest"
5,5,43,2024-01-01,"Finance","Atlanta","South"
5,6,49,2024-01-01,"Finance","Seattle","West"
5,7,39,2024-01-01,"Finance","Denver","West"
5,8,32,2024-01-01,"Finance","Nashville","South"
5,9,46,2024-01-01,"Finance","Miami","South"
5,10,39,2024-01-01,"Finance","Remote-East","East"
5,11,45,2024-01-01,"Finance","Remote-Central","Central"
5,12,46,2024-01-01,"Finance","Remote-West","West"
6,1,45,2024-01-01,"HR","Las Vegas","West"
6,2,42,2024-01-01,"HR","Phoenix","West"
6,3,67,2024-01-01,"HR","Austin","South"
6,4,54,2024-01-01,"HR","Chicago","Midwest"
6,5,36,2024-01-01,"HR","Atlanta","South"
6,6,47,2024-01-01,"HR","Seattle","West"
6,7,45,2024-01-01,"HR","Denver","West"
6,8,48,2024-01-01,"HR","Nashville","South"
6,9,41,2024-01-01,"HR","Miami","South"
6,10,41,2024-01-01,"HR","Remote-East","East"
6,11,39,2024-01-01,"HR","Remote-Central","Central"
6,12,43,2024-01-01,"HR","Remote-West","West"
7,1,62,2024-01-01,"Marketing","Las Vegas","West"
7,2,45,2024-01-01,"Marketing","Phoenix","West"
7,3,69,2024-01-01,"Marketing","Austin","South"
7,4,44,2024-01-01,"Marketing","Chicago","Midwest"
7,5,38,2024-01-01,"Marketing","Atlanta","South"
7,6,57,2024-01-01,"Marketing","Seattle","West"
7,7,51,2024-01-01,"Marketing","Denver","West"
7,8,45,2024-01-01,"Marketing","Nashville","South"
7,9,62,2024-01-01,"Marketing","Miami","South"
7,10,59,2024-01-01,"Marketing","Remote-East","East"
7,11,51,2024-01-01,"Marketing","Remote-Central","Central"
7,12,48,2024-01-01,"Marketing","Remote-West","West"
8,1,115,2024-01-01,"Sales","Las Vegas","West"
8,2,89,2024-01-01,"Sales","Phoenix","West"
8,3,129,2024-01-01,"Sales","Austin","South"
8,4,97,2024-01-01,"Sales","Chicago","Midwest"
8,5,91,2024-01-01,"Sales","Atlanta","South"
8,6,99,2024-01-01,"Sales","Seattle","West"
8,7,77,2024-01-01,"Sales","Denver","West"
8,8,67,2024-01-01,"Sales","Nashville","South"
8,9,82,2024-01-01,"Sales","Miami","South"
8,10,79,2024-01-01,"Sales","Remote-East","East"
8,11,95,2024-01-01,"Sales","Remote-Central","Central"
8,12,93,2024-01-01,"Sales","Remote-West","West"
9,1,89,2024-01-01,"Operations","Las Vegas","West"
9,2,78,2024-01-01,"Operations","Phoenix","West"
9,3,85,2024-01-01,"Operations","Austin","South"
9,4,88,2024-01-01,"Operations","Chicago","Midwest"
9,5,65,2024-01-01,"Operations","Atlanta","South"
9,6,76,2024-01-01,"Operations","Seattle","West"
9,7,63,2024-01-01,"Operations","Denver","West"
9,8,64,2024-01-01,"Operations","Nashville","South"
9,9,72,2024-01-01,"Operations","Miami","South"
9,10,96,2024-01-01,"Operations","Remote-East","East"
9,11,72,2024-01-01,"Operations","Remote-Central","Central"
9,12,77,2024-01-01,"Operations","Remote-West","West"
10,1,91,2024-01-01,"Customer Support","Las Vegas","West"
10,2,59,2024-01-01,"Customer Support","Phoenix","West"
10,3,84,2024-01-01,"Customer Support","Austin","South"
10,4,63,2024-01-01,"Customer Support","Chicago","Midwest"
10,5,50,2024-01-01,"Customer Support","Atlanta","South"
10,6,50,2024-01-01,"Customer Support","Seattle","West"
10,7,52,2024-01-01,"Customer Support","Denver","West"
10,8,48,2024-01-01,"Customer Support","Nashville","South"
10,9,61,2024-01-01,"Customer Support","Miami","South"
10,10,68,2024-01-01,"Customer Support","Remote-East","East"
10,11,49,2024-01-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-01-01,"Customer Support","Remote-West","West"
11,1,9,2024-01-01,"Legal","Las Vegas","West"
11,2,6,2024-01-01,"Legal","Phoenix","West"
11,3,8,2024-01-01,"Legal","Austin","South"
11,4,8,2024-01-01,"Legal","Chicago","Midwest"
11,5,4,2024-01-01,"Legal","Atlanta","South"
11,6,13,2024-01-01,"Legal","Seattle","West"
11,7,14,2024-01-01,"Legal","Denver","West"
11,8,4,2024-01-01,"Legal","Nashville","South"
11,9,10,2024-01-01,"Legal","Miami","South"
11,10,6,2024-01-01,"Legal","Remote-East","East"
11,11,13,2024-01-01,"Legal","Remote-Central","Central"
11,12,4,2024-01-01,"Legal","Remote-West","West"
1,1,3,2024-02-01,"Executive","Las Vegas","West"
1,2,3,2024-02-01,"Executive","Phoenix","West"
1,3,8,2024-02-01,"Executive","Austin","South"
1,4,7,2024-02-01,"Executive","Chicago","Midwest"
1,5,5,2024-02-01,"Executive","Atlanta","South"
1,6,4,2024-02-01,"Executive","Seattle","West"
1,7,4,2024-02-01,"Executive","Denver","West"
1,8,6,2024-02-01,"Executive","Nashville","South"
1,9,5,2024-02-01,"Executive","Miami","South"
1,10,10,2024-02-01,"Executive","Remote-East","East"
1,11,5,2024-02-01,"Executive","Remote-Central","Central"
1,12,8,2024-02-01,"Executive","Remote-West","West"
2,1,231,2024-02-01,"Engineering","Las Vegas","West"
2,2,183,2024-02-01,"Engineering","Phoenix","West"
2,3,265,2024-02-01,"Engineering","Austin","South"
2,4,171,2024-02-01,"Engineering","Chicago","Midwest"
2,5,178,2024-02-01,"Engineering","Atlanta","South"
2,6,180,2024-02-01,"Engineering","Seattle","West"
2,7,157,2024-02-01,"Engineering","Denver","West"
2,8,140,2024-02-01,"Engineering","Nashville","South"
2,9,166,2024-02-01,"Engineering","Miami","South"
2,10,166,2024-02-01,"Engineering","Remote-East","East"
2,11,194,2024-02-01,"Engineering","Remote-Central","Central"
2,12,152,2024-02-01,"Engineering","Remote-West","West"
3,1,73,2024-02-01,"Product","Las Vegas","West"
3,2,49,2024-02-01,"Product","Phoenix","West"
3,3,64,2024-02-01,"Product","Austin","South"
3,4,45,2024-02-01,"Product","Chicago","Midwest"
3,5,39,2024-02-01,"Product","Atlanta","South"
3,6,60,2024-02-01,"Product","Seattle","West"
3,7,45,2024-02-01,"Product","Denver","West"
3,8,54,2024-02-01,"Product","Nashville","South"
3,9,45,2024-02-01,"Product","Miami","South"
3,10,54,2024-02-01,"Product","Remote-East","East"
3,11,43,2024-02-01,"Product","Remote-Central","Central"
3,12,46,2024-02-01,"Product","Remote-West","West"
4,1,57,2024-02-01,"IT","Las Vegas","West"
4,2,51,2024-02-01,"IT","Phoenix","West"
4,3,79,2024-02-01,"IT","Austin","South"
4,4,48,2024-02-01,"IT","Chicago","Midwest"
4,5,52,2024-02-01,"IT","Atlanta","South"
4,6,67,2024-02-01,"IT","Seattle","West"
4,7,42,2024-02-01,"IT","Denver","West"
4,8,45,2024-02-01,"IT","Nashville","South"
4,9,56,2024-02-01,"IT","Miami","South"
4,10,54,2024-02-01,"IT","Remote-East","East"
4,11,49,2024-02-01,"IT","Remote-Central","Central"
4,12,50,2024-02-01,"IT","Remote-West","West"
5,1,35,2024-02-01,"Finance","Las Vegas","West"
5,2,34,2024-02-01,"Finance","Phoenix","West"
5,3,61,2024-02-01,"Finance","Austin","South"
5,4,43,2024-02-01,"Finance","Chicago","Midwest"
5,5,44,2024-02-01,"Finance","Atlanta","South"
5,6,48,2024-02-01,"Finance","Seattle","West"
5,7,39,2024-02-01,"Finance","Denver","West"
5,8,32,2024-02-01,"Finance","Nashville","South"
5,9,47,2024-02-01,"Finance","Miami","South"
5,10,39,2024-02-01,"Finance","Remote-East","East"
5,11,47,2024-02-01,"Finance","Remote-Central","Central"
5,12,45,2024-02-01,"Finance","Remote-West","West"
6,1,45,2024-02-01,"HR","Las Vegas","West"
6,2,42,2024-02-01,"HR","Phoenix","West"
6,3,68,2024-02-01,"HR","Austin","South"
6,4,54,2024-02-01,"HR","Chicago","Midwest"
6,5,36,2024-02-01,"HR","Atlanta","South"
6,6,47,2024-02-01,"HR","Seattle","West"
6,7,45,2024-02-01,"HR","Denver","West"
6,8,47,2024-02-01,"HR","Nashville","South"
6,9,41,2024-02-01,"HR","Miami","South"
6,10,41,2024-02-01,"HR","Remote-East","East"
6,11,39,2024-02-01,"HR","Remote-Central","Central"
6,12,44,2024-02-01,"HR","Remote-West","West"
7,1,62,2024-02-01,"Marketing","Las Vegas","West"
7,2,46,2024-02-01,"Marketing","Phoenix","West"
7,3,69,2024-02-01,"Marketing","Austin","South"
7,4,44,2024-02-01,"Marketing","Chicago","Midwest"
7,5,38,2024-02-01,"Marketing","Atlanta","South"
7,6,57,2024-02-01,"Marketing","Seattle","West"
7,7,51,2024-02-01,"Marketing","Denver","West"
7,8,45,2024-02-01,"Marketing","Nashville","South"
7,9,63,2024-02-01,"Marketing","Miami","South"
7,10,59,2024-02-01,"Marketing","Remote-East","East"
7,11,51,2024-02-01,"Marketing","Remote-Central","Central"
7,12,48,2024-02-01,"Marketing","Remote-West","West"
8,1,116,2024-02-01,"Sales","Las Vegas","West"
8,2,89,2024-02-01,"Sales","Phoenix","West"
8,3,131,2024-02-01,"Sales","Austin","South"
8,4,99,2024-02-01,"Sales","Chicago","Midwest"
8,5,91,2024-02-01,"Sales","Atlanta","South"
8,6,100,2024-02-01,"Sales","Seattle","West"
8,7,77,2024-02-01,"Sales","Denver","West"
8,8,68,2024-02-01,"Sales","Nashville","South"
8,9,83,2024-02-01,"Sales","Miami","South"
8,10,81,2024-02-01,"Sales","Remote-East","East"
8,11,93,2024-02-01,"Sales","Remote-Central","Central"
8,12,93,2024-02-01,"Sales","Remote-West","West"
9,1,91,2024-02-01,"Operations","Las Vegas","West"
9,2,79,2024-02-01,"Operations","Phoenix","West"
9,3,88,2024-02-01,"Operations","Austin","South"
9,4,89,2024-02-01,"Operations","Chicago","Midwest"
9,5,65,2024-02-01,"Operations","Atlanta","South"
9,6,75,2024-02-01,"Operations","Seattle","West"
9,7,64,2024-02-01,"Operations","Denver","West"
9,8,65,2024-02-01,"Operations","Nashville","South"
9,9,73,2024-02-01,"Operations","Miami","South"
9,10,96,2024-02-01,"Operations","Remote-East","East"
9,11,72,2024-02-01,"Operations","Remote-Central","Central"
9,12,78,2024-02-01,"Operations","Remote-West","West"
10,1,91,2024-02-01,"Customer Support","Las Vegas","West"
10,2,60,2024-02-01,"Customer Support","Phoenix","West"
10,3,85,2024-02-01,"Customer Support","Austin","South"
10,4,63,2024-02-01,"Customer Support","Chicago","Midwest"
10,5,52,2024-02-01,"Customer Support","Atlanta","South"
10,6,50,2024-02-01,"Customer Support","Seattle","West"
10,7,52,2024-02-01,"Customer Support","Denver","West"
10,8,49,2024-02-01,"Customer Support","Nashville","South"
10,9,62,2024-02-01,"Customer Support","Miami","South"
10,10,68,2024-02-01,"Customer Support","Remote-East","East"
10,11,49,2024-02-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-02-01,"Customer Support","Remote-West","West"
11,1,9,2024-02-01,"Legal","Las Vegas","West"
11,2,6,2024-02-01,"Legal","Phoenix","West"
11,3,8,2024-02-01,"Legal","Austin","South"
11,4,8,2024-02-01,"Legal","Chicago","Midwest"
11,5,4,2024-02-01,"Legal","Atlanta","South"
11,6,13,2024-02-01,"Legal","Seattle","West"
11,7,14,2024-02-01,"Legal","Denver","West"
11,8,4,2024-02-01,"Legal","Nashville","South"
11,9,10,2024-02-01,"Legal","Miami","South"
11,10,6,2024-02-01,"Legal","Remote-East","East"
11,11,13,2024-02-01,"Legal","Remote-Central","Central"
11,12,4,2024-02-01,"Legal","Remote-West","West"
1,1,3,2024-03-01,"Executive","Las Vegas","West"
1,2,3,2024-03-01,"Executive","Phoenix","West"
1,3,8,2024-03-01,"Executive","Austin","South"
1,4,7,2024-03-01,"Executive","Chicago","Midwest"
1,5,5,2024-03-01,"Executive","Atlanta","South"
1,6,4,2024-03-01,"Executive","Seattle","West"
1,7,4,2024-03-01,"Executive","Denver","West"
1,8,6,2024-03-01,"Executive","Nashville","South"
1,9,5,2024-03-01,"Executive","Miami","South"
1,10,10,2024-03-01,"Executive","Remote-East","East"
1,11,5,2024-03-01,"Executive","Remote-Central","Central"
1,12,8,2024-03-01,"Executive","Remote-West","West"
2,1,232,2024-03-01,"Engineering","Las Vegas","West"
2,2,184,2024-03-01,"Engineering","Phoenix","West"
2,3,266,2024-03-01,"Engineering","Austin","South"
2,4,172,2024-03-01,"Engineering","Chicago","Midwest"
2,5,181,2024-03-01,"Engineering","Atlanta","South"
2,6,183,2024-03-01,"Engineering","Seattle","West"
2,7,159,2024-03-01,"Engineering","Denver","West"
2,8,140,2024-03-01,"Engineering","Nashville","South"
2,9,167,2024-03-01,"Engineering","Miami","South"
2,10,166,2024-03-01,"Engineering","Remote-East","East"
2,11,194,2024-03-01,"Engineering","Remote-Central","Central"
2,12,155,2024-03-01,"Engineering","Remote-West","West"
3,1,73,2024-03-01,"Product","Las Vegas","West"
3,2,49,2024-03-01,"Product","Phoenix","West"
3,3,65,2024-03-01,"Product","Austin","South"
3,4,45,2024-03-01,"Product","Chicago","Midwest"
3,5,39,2024-03-01,"Product","Atlanta","South"
3,6,60,2024-03-01,"Product","Seattle","West"
3,7,45,2024-03-01,"Product","Denver","West"
3,8,54,2024-03-01,"Product","Nashville","South"
3,9,45,2024-03-01,"Product","Miami","South"
3,10,55,2024-03-01,"Product","Remote-East","East"
3,11,43,2024-03-01,"Product","Remote-Central","Central"
3,12,46,2024-03-01,"Product","Remote-West","West"
4,1,59,2024-03-01,"IT","Las Vegas","West"
4,2,51,2024-03-01,"IT","Phoenix","West"
4,3,80,2024-03-01,"IT","Austin","South"
4,4,48,2024-03-01,"IT","Chicago","Midwest"
4,5,52,2024-03-01,"IT","Atlanta","South"
4,6,69,2024-03-01,"IT","Seattle","West"
4,7,43,2024-03-01,"IT","Denver","West"
4,8,45,2024-03-01,"IT","Nashville","South"
4,9,56,2024-03-01,"IT","Miami","South"
4,10,54,2024-03-01,"IT","Remote-East","East"
4,11,49,2024-03-01,"IT","Remote-Central","Central"
4,12,51,2024-03-01,"IT","Remote-West","West"
5,1,35,2024-03-01,"Finance","Las Vegas","West"
5,2,35,2024-03-01,"Finance","Phoenix","West"
5,3,61,2024-03-01,"Finance","Austin","South"
5,4,43,2024-03-01,"Finance","Chicago","Midwest"
5,5,44,2024-03-01,"Finance","Atlanta","South"
5,6,48,2024-03-01,"Finance","Seattle","West"
5,7,39,2024-03-01,"Finance","Denver","West"
5,8,32,2024-03-01,"Finance","Nashville","South"
5,9,47,2024-03-01,"Finance","Miami","South"
5,10,39,2024-03-01,"Finance","Remote-East","East"
5,11,47,2024-03-01,"Finance","Remote-Central","Central"
5,12,45,2024-03-01,"Finance","Remote-West","West"
6,1,45,2024-03-01,"HR","Las Vegas","West"
6,2,42,2024-03-01,"HR","Phoenix","West"
6,3,68,2024-03-01,"HR","Austin","South"
6,4,55,2024-03-01,"HR","Chicago","Midwest"
6,5,36,2024-03-01,"HR","Atlanta","South"
6,6,48,2024-03-01,"HR","Seattle","West"
6,7,45,2024-03-01,"HR","Denver","West"
6,8,47,2024-03-01,"HR","Nashville","South"
6,9,41,2024-03-01,"HR","Miami","South"
6,10,41,2024-03-01,"HR","Remote-East","East"
6,11,40,2024-03-01,"HR","Remote-Central","Central"
6,12,45,2024-03-01,"HR","Remote-West","West"
7,1,62,2024-03-01,"Marketing","Las Vegas","West"
7,2,45,2024-03-01,"Marketing","Phoenix","West"
7,3,71,2024-03-01,"Marketing","Austin","South"
7,4,44,2024-03-01,"Marketing","Chicago","Midwest"
7,5,39,2024-03-01,"Marketing","Atlanta","South"
7,6,57,2024-03-01,"Marketing","Seattle","West"
7,7,51,2024-03-01,"Marketing","Denver","West"
7,8,45,2024-03-01,"Marketing","Nashville","South"
7,9,63,2024-03-01,"Marketing","Miami","South"
7,10,60,2024-03-01,"Marketing","Remote-East","East"
7,11,52,2024-03-01,"Marketing","Remote-Central","Central"
7,12,48,2024-03-01,"Marketing","Remote-West","West"
8,1,117,2024-03-01,"Sales","Las Vegas","West"
8,2,90,2024-03-01,"Sales","Phoenix","West"
8,3,132,2024-03-01,"Sales","Austin","South"
8,4,99,2024-03-01,"Sales","Chicago","Midwest"
8,5,92,2024-03-01,"Sales","Atlanta","South"
8,6,101,2024-03-01,"Sales","Seattle","West"
8,7,80,2024-03-01,"Sales","Denver","West"
8,8,69,2024-03-01,"Sales","Nashville","South"
8,9,84,2024-03-01,"Sales","Miami","South"
8,10,82,2024-03-01,"Sales","Remote-East","East"
8,11,92,2024-03-01,"Sales","Remote-Central","Central"
8,12,93,2024-03-01,"Sales","Remote-West","West"
9,1,93,2024-03-01,"Operations","Las Vegas","West"
9,2,80,2024-03-01,"Operations","Phoenix","West"
9,3,89,2024-03-01,"Operations","Austin","South"
9,4,91,2024-03-01,"Operations","Chicago","Midwest"
9,5,67,2024-03-01,"Operations","Atlanta","South"
9,6,75,2024-03-01,"Operations","Seattle","West"
9,7,64,2024-03-01,"Operations","Denver","West"
9,8,65,2024-03-01,"Operations","Nashville","South"
9,9,75,2024-03-01,"Operations","Miami","South"
9,10,97,2024-03-01,"Operations","Remote-East","East"
9,11,73,2024-03-01,"Operations","Remote-Central","Central"
9,12,78,2024-03-01,"Operations","Remote-West","West"
10,1,90,2024-03-01,"Customer Support","Las Vegas","West"
10,2,62,2024-03-01,"Customer Support","Phoenix","West"
10,3,86,2024-03-01,"Customer Support","Austin","South"
10,4,63,2024-03-01,"Customer Support","Chicago","Midwest"
10,5,52,2024-03-01,"Customer Support","Atlanta","South"
10,6,50,2024-03-01,"Customer Support","Seattle","West"
10,7,52,2024-03-01,"Customer Support","Denver","West"
10,8,49,2024-03-01,"Customer Support","Nashville","South"
10,9,60,2024-03-01,"Customer Support","Miami","South"
10,10,70,2024-03-01,"Customer Support","Remote-East","East"
10,11,49,2024-03-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-03-01,"Customer Support","Remote-West","West"
11,1,9,2024-03-01,"Legal","Las Vegas","West"
11,2,6,2024-03-01,"Legal","Phoenix","West"
11,3,8,2024-03-01,"Legal","Austin","South"
11,4,8,2024-03-01,"Legal","Chicago","Midwest"
11,5,4,2024-03-01,"Legal","Atlanta","South"
11,6,12,2024-03-01,"Legal","Seattle","West"
11,7,14,2024-03-01,"Legal","Denver","West"
11,8,4,2024-03-01,"Legal","Nashville","South"
11,9,10,2024-03-01,"Legal","Miami","South"
11,10,6,2024-03-01,"Legal","Remote-East","East"
11,11,13,2024-03-01,"Legal","Remote-Central","Central"
11,12,4,2024-03-01,"Legal","Remote-West","West"
1,1,3,2024-04-01,"Executive","Las Vegas","West"
1,2,3,2024-04-01,"Executive","Phoenix","West"
1,3,9,2024-04-01,"Executive","Austin","South"
1,4,7,2024-04-01,"Executive","Chicago","Midwest"
1,5,5,2024-04-01,"Executive","Atlanta","South"
1,6,5,2024-04-01,"Executive","Seattle","West"
1,7,4,2024-04-01,"Executive","Denver","West"
1,8,6,2024-04-01,"Executive","Nashville","South"
1,9,5,2024-04-01,"Executive","Miami","South"
1,10,10,2024-04-01,"Executive","Remote-East","East"
1,11,5,2024-04-01,"Executive","Remote-Central","Central"
1,12,8,2024-04-01,"Executive","Remote-West","West"
2,1,234,2024-04-01,"Engineering","Las Vegas","West"
2,2,185,2024-04-01,"Engineering","Phoenix","West"
2,3,267,2024-04-01,"Engineering","Austin","South"
2,4,173,2024-04-01,"Engineering","Chicago","Midwest"
2,5,180,2024-04-01,"Engineering","Atlanta","South"
2,6,185,2024-04-01,"Engineering","Seattle","West"
2,7,159,2024-04-01,"Engineering","Denver","West"
2,8,139,2024-04-01,"Engineering","Nashville","South"
2,9,167,2024-04-01,"Engineering","Miami","South"
2,10,166,2024-04-01,"Engineering","Remote-East","East"
2,11,197,2024-04-01,"Engineering","Remote-Central","Central"
2,12,157,2024-04-01,"Engineering","Remote-West","West"
3,1,74,2024-04-01,"Product","Las Vegas","West"
3,2,50,2024-04-01,"Product","Phoenix","West"
3,3,66,2024-04-01,"Product","Austin","South"
3,4,45,2024-04-01,"Product","Chicago","Midwest"
3,5,39,2024-04-01,"Product","Atlanta","South"
3,6,61,2024-04-01,"Product","Seattle","West"
3,7,46,2024-04-01,"Product","Denver","West"
3,8,56,2024-04-01,"Product","Nashville","South"
3,9,45,2024-04-01,"Product","Miami","South"
3,10,55,2024-04-01,"Product","Remote-East","East"
3,11,43,2024-04-01,"Product","Remote-Central","Central"
3,12,46,2024-04-01,"Product","Remote-West","West"
4,1,59,2024-04-01,"IT","Las Vegas","West"
4,2,52,2024-04-01,"IT","Phoenix","West"
4,3,79,2024-04-01,"IT","Austin","South"
4,4,49,2024-04-01,"IT","Chicago","Midwest"
4,5,52,2024-04-01,"IT","Atlanta","South"
4,6,69,2024-04-01,"IT","Seattle","West"
4,7,43,2024-04-01,"IT","Denver","West"
4,8,47,2024-04-01,"IT","Nashville","South"
4,9,56,2024-04-01,"IT","Miami","South"
4,10,54,2024-04-01,"IT","Remote-East","East"
4,11,48,2024-04-01,"IT","Remote-Central","Central"
4,12,51,2024-04-01,"IT","Remote-West","West"
5,1,35,2024-04-01,"Finance","Las Vegas","West"
5,2,35,2024-04-01,"Finance","Phoenix","West"
5,3,62,2024-04-01,"Finance","Austin","South"
5,4,42,2024-04-01,"Finance","Chicago","Midwest"
5,5,44,2024-04-01,"Finance","Atlanta","South"
5,6,49,2024-04-01,"Finance","Seattle","West"
5,7,41,2024-04-01,"Finance","Denver","West"
5,8,32,2024-04-01,"Finance","Nashville","South"
5,9,48,2024-04-01,"Finance","Miami","South"
5,10,39,2024-04-01,"Finance","Remote-East","East"
5,11,48,2024-04-01,"Finance","Remote-Central","Central"
5,12,47,2024-04-01,"Finance","Remote-West","West"
6,1,46,2024-04-01,"HR","Las Vegas","West"
6,2,43,2024-04-01,"HR","Phoenix","West"
6,3,68,2024-04-01,"HR","Austin","South"
6,4,55,2024-04-01,"HR","Chicago","Midwest"
6,5,36,2024-04-01,"HR","Atlanta","South"
6,6,48,2024-04-01,"HR","Seattle","West"
6,7,45,2024-04-01,"HR","Denver","West"
6,8,47,2024-04-01,"HR","Nashville","South"
6,9,41,2024-04-01,"HR","Miami","South"
6,10,41,2024-04-01,"HR","Remote-East","East"
6,11,40,2024-04-01,"HR","Remote-Central","Central"
6,12,45,2024-04-01,"HR","Remote-West","West"
7,1,63,2024-04-01,"Marketing","Las Vegas","West"
7,2,46,2024-04-01,"Marketing","Phoenix","West"
7,3,70,2024-04-01,"Marketing","Austin","South"
7,4,45,2024-04-01,"Marketing","Chicago","Midwest"
7,5,39,2024-04-01,"Marketing","Atlanta","South"
7,6,58,2024-04-01,"Marketing","Seattle","West"
7,7,51,2024-04-01,"Marketing","Denver","West"
7,8,45,2024-04-01,"Marketing","Nashville","South"
7,9,63,2024-04-01,"Marketing","Miami","South"
7,10,61,2024-04-01,"Marketing","Remote-East","East"
7,11,53,2024-04-01,"Marketing","Remote-Central","Central"
7,12,50,2024-04-01,"Marketing","Remote-West","West"
8,1,118,2024-04-01,"Sales","Las Vegas","West"
8,2,92,2024-04-01,"Sales","Phoenix","West"
8,3,134,2024-04-01,"Sales","Austin","South"
8,4,100,2024-04-01,"Sales","Chicago","Midwest"
8,5,93,2024-04-01,"Sales","Atlanta","South"
8,6,102,2024-04-01,"Sales","Seattle","West"
8,7,83,2024-04-01,"Sales","Denver","West"
8,8,71,2024-04-01,"Sales","Nashville","South"
8,9,84,2024-04-01,"Sales","Miami","South"
8,10,83,2024-04-01,"Sales","Remote-East","East"
8,11,93,2024-04-01,"Sales","Remote-Central","Central"
8,12,94,2024-04-01,"Sales","Remote-West","West"
9,1,93,2024-04-01,"Operations","Las Vegas","West"
9,2,82,2024-04-01,"Operations","Phoenix","West"
9,3,89,2024-04-01,"Operations","Austin","South"
9,4,91,2024-04-01,"Operations","Chicago","Midwest"
9,5,67,2024-04-01,"Operations","Atlanta","South"
9,6,75,2024-04-01,"Operations","Seattle","West"
9,7,66,2024-04-01,"Operations","Denver","West"
9,8,65,2024-04-01,"Operations","Nashville","South"
9,9,75,2024-04-01,"Operations","Miami","South"
9,10,97,2024-04-01,"Operations","Remote-East","East"
9,11,74,2024-04-01,"Operations","Remote-Central","Central"
9,12,78,2024-04-01,"Operations","Remote-West","West"
10,1,90,2024-04-01,"Customer Support","Las Vegas","West"
10,2,62,2024-04-01,"Customer Support","Phoenix","West"
10,3,86,2024-04-01,"Customer Support","Austin","South"
10,4,63,2024-04-01,"Customer Support","Chicago","Midwest"
10,5,53,2024-04-01,"Customer Support","Atlanta","South"
10,6,50,2024-04-01,"Customer Support","Seattle","West"
10,7,53,2024-04-01,"Customer Support","Denver","West"
10,8,50,2024-04-01,"Customer Support","Nashville","South"
10,9,60,2024-04-01,"Customer Support","Miami","South"
10,10,70,2024-04-01,"Customer Support","Remote-East","East"
10,11,49,2024-04-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-04-01,"Customer Support","Remote-West","West"
11,1,9,2024-04-01,"Legal","Las Vegas","West"
11,2,6,2024-04-01,"Legal","Phoenix","West"
